wavenumber,P88812Cl,P88812NO3,NaNO3
1139,87.67,90.64,103.12
1138,87.73,90.72,103.17
1137,87.79,90.73,103.21
1136,87.71,90.7,103.25
1135,87.74,90.69,103.28
1134,87.74,90.74,103.4
1133,87.75,90.73,103.43
1132,87.75,90.71,103.47
1131,87.67,90.63,103.49
1130,87.69,90.68,103.51
1129,87.66,90.59,103.58
1128,87.59,90.56,103.62
1127,87.5,90.43,103.67
1126,87.42,90.36,103.72
1125,87.24,90.14,103.78
1124,87.01,89.91,103.75
1123,86.84,89.65,103.87
1122,86.6,89.39,103.86
1121,86.32,89.12,103.91
1120,86.14,88.82,103.91
1119,85.94,88.67,104
1118,85.84,88.56,104.05
1117,85.82,88.48,104.15
1116,85.79,88.48,104.09
1115,85.75,88.49,104.16
1114,85.76,88.57,104.14
1113,85.89,88.63,104.24
1112,85.93,88.72,104.3
1111,85.97,88.75,104.33
1110,85.94,88.82,104.35
1109,85.96,88.84,104.43
1108,85.89,88.83,104.46
1107,85.97,88.79,104.47
1106,85.96,88.83,104.56
1105,85.82,88.7,104.59
1104,85.9,88.74,104.6
1103,85.88,88.7,104.69
1102,85.87,88.68,104.7
1101,85.95,88.72,104.74
1100,85.99,88.78,104.79
1099,86.1,88.85,104.76
1098,86.2,88.91,104.8
1097,86.29,88.99,104.85
1096,86.28,89.01,104.93
1095,86.32,89.08,104.96
1094,86.46,89.1,105.04
1093,86.51,89.19,105.05
1092,86.51,89.27,105.04
1091,86.57,89.35,105.12
1090,86.64,89.37,105.16
1089,86.72,89.4,105.21
1088,86.73,89.43,105.24
1087,86.75,89.42,105.22
1086,86.73,89.51,105.3
1085,86.76,89.47,105.32
1084,86.78,89.45,105.29
1083,86.88,89.58,105.39
1082,86.87,89.65,105.47
1081,86.79,89.52,105.47
1080,86.9,89.63,105.53
1079,86.94,89.67,105.52
1078,87,89.65,105.58
1077,86.89,89.61,105.59
1076,86.91,89.64,105.65
1075,86.98,89.73,105.66
1074,87.08,89.75,105.71
1073,87.09,89.78,105.76
1072,87.06,89.84,105.77
1071,87.16,89.86,105.8
1070,87.19,89.91,105.86
1069,87.13,89.8,105.88
1068,87.15,89.83,105.95
1067,87.11,89.83,105.94
1066,87.15,89.87,106.04
1065,87.15,89.88,106.05
1064,87.11,89.82,106.08
1063,87.16,89.85,106.13
1062,87.09,89.77,106.16
1061,86.99,89.65,106.17
1060,87.08,89.78,106.19
1059,87.22,89.84,106.22
1058,87.11,89.66,106.32
1057,87.18,89.87,106.32
1056,87.23,89.92,106.38
1055,87.32,90.01,106.41
1054,87.37,89.98,106.46
1053,87.4,89.97,106.46
1052,87.35,89.99,106.46
1051,87.3,89.9,106.58
1050,87.28,89.93,106.56
1049,87.33,89.89,106.58
1048,87.15,89.68,106.57
1047,87.01,89.51,106.6
1046,86.92,89.38,106.63
1045,86.89,89.3,106.71
1044,86.74,89.07,106.76
1043,86.6,88.79,106.8
1042,86.63,88.61,106.78
1041,86.6,88.43,106.82
1040,86.52,88.1,106.86
1039,86.55,87.99,106.9
1038,86.41,87.94,106.88
1037,86.34,88.07,106.94
1036,86.35,88.32,106.95
1035,86.32,88.37,107.01
1034,86.37,88.44,107.09
1033,86.29,88.52,107.01
1032,86.42,88.7,107.07
1031,86.4,88.69,107.08
1030,86.43,88.75,107.08
1029,86.49,88.83,107.18
1028,86.55,88.92,107.22
1027,86.54,88.96,107.19
1026,86.57,88.98,107.26
1025,86.54,89,107.25
1024,86.62,89.03,107.28
1023,86.65,89.06,107.28
1022,86.69,89.11,107.29
1021,86.63,89.05,107.32
1020,86.62,89.07,107.39
1019,86.67,89.11,107.34
1018,86.62,89.02,107.37
1017,86.65,89.06,107.44
1016,86.55,89,107.4
1015,86.66,89.07,107.43
1014,86.65,89,107.48
1013,86.63,89.04,107.47
1012,86.63,89.05,107.53
1011,86.57,89.02,107.52
1010,86.63,89.07,107.5
1009,86.74,89.12,107.48
1008,86.72,89.1,107.5
1007,86.78,89.23,107.57
1006,86.85,89.33,107.54
1005,86.88,89.36,107.57
1004,86.91,89.42,107.62
1003,87.14,89.56,107.61
1002,87.17,89.67,107.66
1001,87.22,89.76,107.59
1000,87.34,89.91,107.64
999,87.52,90.06,107.64
998,87.57,90.1,107.67
997,87.6,90.14,107.66
996,87.64,90.27,107.66
995,87.7,90.33,107.7
994,87.82,90.39,107.68
993,87.92,90.45,107.76
992,87.98,90.59,107.77
991,87.93,90.68,107.81
990,88.13,90.78,107.76
989,88.11,90.76,107.85
988,88.25,90.89,107.8
987,88.19,90.89,107.81
986,88.19,90.93,107.86
985,88.36,91.03,107.86
984,88.43,91.12,107.83
983,88.49,91.09,107.87
982,88.57,91.28,107.88
981,88.58,91.32,107.89
980,88.54,91.23,107.84
979,88.6,91.27,107.92
978,88.68,91.38,107.88
977,88.69,91.41,107.93
976,88.67,91.42,107.95
975,88.72,91.45,107.91
974,88.8,91.46,107.94
973,88.91,91.67,107.97
972,88.79,91.55,108.01
971,88.81,91.61,107.96
970,88.84,91.62,107.95
969,88.91,91.62,108.03
968,88.86,91.57,108.08
967,88.88,91.68,108.03
966,88.89,91.74,108.06
965,88.92,91.62,108.15
964,89,91.62,108.11
963,88.94,91.63,108.12
962,88.9,91.67,108.13
961,88.87,91.76,108.16
960,89.01,91.76,108.18
959,89.02,91.69,108.2
958,88.99,91.74,108.15
957,89,91.81,108.17
956,88.8,91.57,108.21
955,88.82,91.56,108.19
954,88.97,91.68,108.29
953,88.8,91.56,108.22
952,88.82,91.61,108.28
951,88.82,91.67,108.26
950,88.75,91.48,108.3
949,88.69,91.37,108.33
948,88.76,91.48,108.35
947,88.53,91.28,108.45
946,88.57,91.34,108.41
945,88.62,91.32,108.44
944,88.57,91.19,108.44
943,88.65,91.36,108.49
942,88.54,91.33,108.45
941,88.42,91.17,108.56
940,88.48,91.17,108.55
939,88.7,91.31,108.55
938,88.61,91.26,108.61
937,88.41,91.14,108.52
936,88.65,91.33,108.54
935,88.69,91.37,108.58
934,88.75,91.34,108.59
933,88.76,91.4,108.53
932,88.63,91.36,108.63
931,88.72,91.48,108.62
930,88.87,91.47,108.59
929,89.12,91.7,108.66
928,88.86,91.48,108.66
927,88.99,91.71,108.69
926,89.02,91.72,108.72
925,89.09,91.68,108.68
924,89.13,91.68,108.66
923,89.01,91.77,108.71
922,88.98,91.72,108.7
921,88.99,91.64,108.76
920,89.38,91.84,108.77
919,89.39,91.97,108.75
918,89.14,91.95,108.85
917,89.36,92.06,108.78
916,89.22,91.82,108.9
915,89.66,92.07,109.07
914,89.45,92,108.96
913,89.07,91.86,108.87
912,89.45,92.21,109.07
911,89.45,91.98,108.93
910,89.62,92.14,108.82
909,89.36,91.95,109.09
908,89.14,91.89,109.35
907,89.22,91.79,109.12
906,89.35,91.88,109.16
905,89.34,91.83,109.19
904,89.56,92.17,109.09
903,89.39,92.03,109.13
902,89.08,91.7,109.22
901,89.17,91.7,109.19
900,89.38,91.79,109.15
899,88.8,91.37,109.18
898,89.58,92.23,109.18
897,89.3,91.79,109.22
896,89.08,91.45,109.31
895,89.14,91.63,109.21
894,89.04,91.5,109.27
893,89.31,91.84,109.29
892,89.21,91.72,109.34
891,89.3,91.71,109.31
890,89.11,91.54,109.32
889,89.42,91.98,109.35
888,89.17,91.65,109.47
887,89.16,91.68,109.35
886,89.06,91.47,109.33
885,89.41,91.77,109.42
884,89.39,91.9,109.44
883,89.29,91.73,109.56
882,88.65,91.05,109.49
881,88.86,91.26,109.5
880,89.08,91.4,109.47
879,89.11,91.52,109.51
878,88.92,91.27,109.56
877,89.1,91.3,109.65
876,88.4,90.6,109.59
875,88.51,90.87,109.58
874,88.85,91.35,109.55
873,88.78,91.19,109.6
872,88.91,91.28,109.67
871,89.18,91.43,109.67
870,88.89,91.22,109.71
869,88.81,91.24,109.74
868,89.08,91.44,109.71
867,88.79,91.12,109.82
866,88.75,91.01,109.8
865,88.81,91.14,109.79
864,88.83,91.23,109.8
863,88.34,90.71,109.86
862,88.37,90.73,109.85
861,88.75,90.98,109.83
860,88.5,90.74,109.94
859,88.31,90.62,109.91
858,88.12,90.4,109.77
857,88.15,90.27,109.82
856,88.14,90.23,109.97
855,87.92,90.06,110.05
854,88.17,90.34,110.06
853,88.12,90.33,109.99
852,87.81,89.88,110.07
851,87.8,89.83,110.11
850,88.2,90.28,110.05
849,88.02,90.07,110.21
848,87.96,90,110.11
847,88.04,89.94,110.06
846,88.02,89.99,110.19
845,88.14,90.09,110.21
844,88.14,90.12,110.13
843,87.94,89.93,110.02
842,88.06,90.1,109.88
841,88.46,90.35,109.62
840,88.35,90.37,108.95
839,88.25,90.17,107.12
838,88.28,90.11,104.65
837,88.29,89.99,102.15
836,88.47,90.02,99.98
835,88.55,89.88,98.6
834,88.7,89.82,98.13
833,88.36,88.94,98.52
832,88.49,88.21,99.41
831,88.46,87.3,100.74
830,88.33,86.63,102.49
829,88.56,87.56,104.09
828,88.5,88.77,105.33
827,88.33,89.23,106.17
826,88.48,89.7,107.01
825,88.1,89.63,107.52
824,88.2,89.85,108.1
823,88.28,90.1,108.42
822,88.15,89.91,108.63
821,88.35,90.11,108.76
820,88.1,89.92,109
819,87.86,89.78,109.14
818,88.05,90.02,109.28
817,88.48,90.3,109.42
816,87.87,89.67,109.47
815,87.98,89.8,109.36
814,88.01,89.96,109.23
813,87.7,89.69,109.47
812,88.13,89.99,109.62
811,88.22,90.07,109.66
810,88.1,89.97,109.88
809,88.27,90.17,109.83
808,87.8,89.84,109.85
807,88.31,90.14,109.87
806,88.41,90.2,110.09
805,88.22,90.04,110.02
804,88.3,90.22,109.97
803,88.57,90.5,110.12
802,88.49,90.38,110.15
801,88.66,90.48,110.12
800,88.47,90.37,110.24
799,88.68,90.63,110.16
798,88.68,90.68,110.22
797,88.73,90.57,110.27
796,88.82,90.7,110.26
795,88.97,90.87,110.3
794,88.9,90.8,110.42
793,88.9,90.89,110.29
792,89.17,91.09,110.33
791,88.92,90.89,110.44
790,89.02,90.89,110.35
789,89.03,90.98,110.31
788,89.2,91.06,110.45
787,89.09,90.92,110.43
786,89.27,91.14,110.45
785,89.24,91.13,110.38
784,89.12,90.91,110.56
783,89.13,90.92,110.48
782,89.13,91.02,110.49
781,88.95,90.75,110.56
780,89.25,90.94,110.61
779,89.15,90.95,110.64
778,89.04,90.86,110.58
777,89.1,90.9,110.58
776,89.24,90.96,110.69
775,89.15,90.86,110.72
774,89.25,90.93,110.59
773,89.05,90.76,110.69
772,89.04,90.76,110.67
771,89.23,90.87,110.75
770,89.18,90.83,110.78
769,89.32,91.01,110.81
768,89.38,91.07,110.77
767,89.17,90.73,110.76
766,89.17,90.85,110.84
765,89.25,90.87,110.77
764,88.99,90.71,110.82
763,89.55,91.25,110.87
762,89.94,91.56,110.91
761,89.79,91.36,111
760,89.61,91.25,110.99
759,89.5,91.24,111.03
758,89.52,91.18,111.06
757,89.25,90.89,111.01
756,89.83,91.39,111.03
755,90.19,91.9,111.13
754,90.01,91.68,111.06
753,89.53,91.1,111.05
752,89.47,91.03,111.15
751,89.59,91.07,111.12
750,89.89,91.49,111.17
749,90.15,91.54,111.12
748,90.29,91.5,111.16
747,90.14,91.3,111.21
746,89.97,91.07,111.18
745,89.59,90.72,111.16
744,89.19,90.2,111.24
743,89.04,89.72,111.2
742,89.86,90.52,111.26
741,89.89,90.63,111.31
740,89.57,90.09,111.3
739,89.98,90.19,111.38
738,90.18,90.11,111.26
737,89.6,89.21,111.26
736,88.8,87.94,111.41
735,88.87,87.67,111.36
734,88.95,87.36,111.37
733,88.75,86.85,111.44
732,88.72,86.73,111.44
731,88.9,86.96,111.46
730,87.92,86.04,111.56
729,87.27,85.56,111.44
728,87.33,85.9,111.4
727,86.67,85.4,110.96
726,86.23,85.27,110.17
725,86.13,85.25,110.6
724,86.23,85.41,111.08
723,85.47,84.99,111.24
722,85.31,84.93,111.43
721,85.36,85.11,111.41
720,85.45,85.27,111.46
719,85.72,85.73,111.51
718,85.31,85.45,111.52
717,86.03,86.25,111.62
716,86.74,86.92,111.63
715,86.6,86.87,111.59
714,87.27,87.61,111.59
713,87.78,88.34,111.72
712,88.12,88.62,111.65
711,88.15,88.7,111.66
710,87.99,88.69,111.69
709,88.17,88.92,111.69
708,89.06,89.81,111.74
707,89.34,89.94,111.74
706,89.02,89.58,111.82
705,89.73,90.37,111.83
704,89.91,90.45,111.97
703,89.61,90.04,111.68
702,90.06,90.3,112
701,90.17,90.55,112.02
700,89.46,89.86,111.82
699,90.76,90.99,112
698,91.14,91.26,111.86
697,90.39,90.69,111.93
696,91.21,91.87,112.01
695,91.02,91.65,112
694,90.38,91.07,111.95
693,90.86,91.66,112.04
692,91.26,92.18,112.01
691,90.23,91.63,112.1
690,91.28,92.48,111.94
689,92.41,93.47,112.02
688,91.48,92.53,112.14
687,91.66,93,111.98
686,91.45,92.95,112.17
685,91.39,92.61,112.25
684,91.97,93.02,112.22
683,91.41,92.76,112.11
682,90.96,92.58,112.17
681,91.55,93.1,112.24
680,92.28,93.54,112.17
679,91.71,92.97,112.11
678,92.16,93.77,112.26
677,91.84,93.57,112.19
676,91.93,93.44,112.35
675,92.43,93.55,112.38
674,91.88,93.33,112.21
673,91.66,93.21,112.37
672,91.71,93.36,112.32
671,92.22,93.69,112.19
670,91.69,92.82,112.32
669,91.97,93.33,112.16
668,92.52,94.53,110.84
667,91.72,93.26,111.92
666,92.2,93.5,112.43
665,92.05,93.47,112.36
664,91.68,93.34,112.17
663,90.87,92.49,112.52
662,91.85,93.31,112.4
661,92.47,93.95,112.32
660,92.2,93.74,112.51
659,92.2,93.86,112.4
658,92.19,93.61,112.31
657,92.04,93.53,112.45
656,92.8,94.33,112.42
655,92.41,93.82,112.41
654,91.87,93.48,112.71
653,92.19,93.82,112.39
652,92.71,94.16,112.23
651,92.49,93.98,112.48
650,92.5,94.02,112.5
649,92.91,94.67,112.64
648,92.38,94.08,112.33
647,92.52,94.17,112.58
646,92.32,93.98,112.59
645,92.59,94.14,112.47
644,92.25,93.78,112.54
643,91.96,93.57,112.49
642,92.37,94.18,112.43
641,92.47,93.85,112.55
640,93.08,94.58,112.48
639,92.12,93.62,112.4
638,92.74,94.58,112.31
637,92.39,94.1,112.71
636,93.1,94.6,112.3
635,92.1,93.78,112.72
634,92.26,94,112.63
633,93,94.94,112.43
632,92.27,93.93,112.58
631,93.13,94.2,113.15
630,92.91,94.59,112.72
629,92.93,94.73,112.14
628,92.35,94.21,112.62
627,93.27,94.77,112.64
626,93.62,94.83,113.11
625,92.23,93.78,112.72
624,92.33,94.26,112.68
623,92.8,94.77,112.96
622,94.39,95.71,113.15
621,93.66,94.92,112.44
620,92.77,94.52,112.93
619,91.57,93.5,112.96
618,93.25,95.09,113
617,92.75,94.05,112.89
616,94.08,95.49,112.7
615,92.32,94.37,113.05
614,92.99,94.77,113.27
613,93.42,94.91,112.94
612,92.97,94.24,113.17
611,93.32,94.88,112.98
610,93.31,95.03,113.08
609,92.81,94.61,113.13
608,93.47,94.84,112.97
607,92.91,94.23,113.03
606,93.6,95.31,113.13
605,94.94,96.65,112.86
604,93.45,95.29,113.02
603,93.98,95.41,113.25
602,94.12,95.56,113.19
601,93.46,94.89,113.16
600,93.31,95.11,113.12
599,93.64,95.15,113.64
598,92.68,93.89,113.35
597,100.77,102.17,113.06
596,93.84,95.35,113.08
595,93.85,95.35,113.24
594,93.45,95.25,113.48
593,94.07,95.77,113.29
592,93.14,94.6,113.26
591,93.15,94.76,113.29
590,93.84,95.42,113.45
589,93.51,95.25,113.56
588,93.46,95.01,113.29
587,93.84,95.27,113.27
586,93.94,95.18,113.48
585,94.11,95.66,113.3
584,92.63,94.18,113.36
583,93.12,94.82,113.34
582,93.84,95.33,113.25
581,94.19,95.64,113.53
580,93.65,95.33,113.52
579,93.73,95.23,113.46
578,93.96,95.27,113.37
577,94.25,95.55,113.39
576,93.67,94.97,113.55
575,93.54,95.18,113.41
574,93.8,95.43,113.55
573,93.98,95.51,113.47
572,94.2,95.49,113.68
571,93.55,94.84,113.54
570,93.63,95.29,113.69
569,94.05,95.59,113.56
568,93.92,95.17,113.72
567,94.01,95.2,113.76
566,94,95.41,113.65
565,93.79,95.47,113.75
564,93.54,94.88,113.49
563,94.07,95.29,113.73
562,94.33,95.66,113.7
561,94.31,95.74,113.69
560,93.91,95.4,113.65
559,94.24,95.39,113.71
558,94.51,95.56,113.68
557,93.98,94.9,113.74
556,93.53,95.02,113.51
555,93.81,95.33,113.7
554,94.09,95.25,113.65
553,94.44,95.51,113.43
552,94.22,95.53,113.54
551,93.78,95.19,113.49
550,93.86,95.2,113.67
549,94.38,95.44,113.6
548,94.39,95.38,113.5
547,94.17,95.42,113.51
546,94.04,95.23,113.63
545,93.92,95.28,113.44
544,94.37,95.5,113.76
543,94.04,95.4,113.77
542,94.34,95.49,113.62
541,94.45,95.77,113.47
540,94.04,95.45,113.87
539,94.34,95.66,113.83
538,94.11,95.2,113.58
537,94.11,95.41,113.39
536,94.19,95.46,113.38
535,94.2,95.46,113.71
534,94.42,95.69,113.39
533,94.67,95.54,113.52
532,94.35,95.45,113.7
531,93.94,95.19,113.56
530,93.96,95.11,113.34
529,94.09,95.22,113.66
528,94.36,95.58,113.9
527,94.43,95.43,113.58
526,94.39,95.26,113.07
525,94.11,95.47,113.75
524,94.01,95.49,113.76
523,94.43,95.5,113.63
522,94.3,95.59,113.22
521,94.38,95.57,113.48
520,94.1,95.56,113.35
519,94.37,95.88,113.45
518,94.28,95.36,113.56
517,94.33,95.31,113.5
516,94.5,95.57,113.78
515,94.34,95.66,113.46
514,94.29,95.21,113.95
513,94.78,95.8,113.49
512,94.22,95.2,113.34
511,94.07,95.6,113.46
510,94.04,95.21,113.54
509,94.51,95.65,113.44
508,94.91,95.92,113.54
507,94.98,95.81,113.62
506,94.14,95.49,113.5
505,94.38,95.81,113.78
504,94.67,95.91,113.76
503,94.57,95.41,113.14
502,94.55,95.85,113.86
501,94.52,96.07,113.28
500,94.47,95.93,113.57
499,94.53,95.49,113.68
498,94.84,95.54,113.45
497,95.06,96.14,113.96
496,94.82,96.1,113.7
495,94.6,95.72,113.44
494,95.13,96.23,113.33
493,94.79,95.41,114.03
492,94.96,95.9,113.35
491,94.4,95.97,113.23
490,95.09,95.89,113.4
489,94.55,95.31,113.76
488,94.66,95.78,113.62
487,94.89,96.28,113.36
486,94.63,95.86,113.38
485,95,95.76,113.49
484,94.98,95.91,113.39
483,94.76,95.75,113.29
482,95.09,96.35,113.32
481,95.25,96.28,113.83
480,94.93,95.98,114.14
479,95.16,95.91,113.61
478,95.16,95.93,113.15
477,95.44,96.25,113.95
476,95.52,96.09,113.4
475,95.14,95.81,113.17
474,95.57,96.74,113.68
473,95.23,96.45,113.12
472,95.76,97.12,112.93
471,94.76,95.76,113.59
470,95.14,96.3,113.57
469,95.36,96.27,113.1
468,96.19,96.65,113.66
467,95.24,96.38,113.28
466,95.1,96.13,113.23
465,95.09,96.07,113.7
464,95.95,95.96,114.06
463,96.4,96.82,113.86
462,94.98,95.64,112.93
461,95.18,96.51,113.21
460,95.88,96.31,113.61
459,95.73,96.31,113.49
458,95.6,95.51,112.48
457,95.61,96.77,113.69
456,95.48,96.13,113.41
455,95.76,96.85,113.58
454,95.19,96.54,113.48
453,96.83,96.48,113.46
452,95.77,96.17,113.62
451,95.63,96.84,113.97
450,95.43,96.58,113.15
449,96.24,96.34,113.12
448,95.91,96.32,113.79
447,95.63,97.21,114.28
446,95.46,96.67,113.93
445,95.33,95.77,113.31
444,95.83,96.37,113.62
443,96.64,96.87,113.61
442,95.49,96.27,114.14
441,94.8,95.84,113.52
440,96.17,96.59,113.78
439,96.21,96.4,113.51
438,96.63,97.14,113.4
437,95.53,96.1,113.49
436,95.53,96.57,113.68
435,96.72,97.51,114.39
434,96.2,96.45,113.53
433,96.05,96.22,113.6
432,96.34,96.41,113.53
431,96.47,97.63,113.57
430,95.96,96.78,113.58
429,97.63,97.24,113.67
428,95.65,97.06,113.88
427,95.81,96.69,113.35
426,97.31,97.64,114.3
425,96.92,98.1,112.64
424,97.09,97.36,113.11
423,97.88,97.16,114
422,95.81,97.2,113.82
421,95.66,97.32,112.92
420,94.89,96.38,112.66
419,98.66,99.23,113.96
418,94.75,96.88,115.06
417,96.36,96.01,112.97
416,96.38,96.17,114.02
415,95.37,95.31,114.19
414,98.2,97.84,114.2
413,98,99.44,111.62
412,97.73,97.4,113.57
411,95.49,96.5,114.03
410,96.37,97.18,113.95
409,98.27,98.84,114.62
408,97.08,97.25,113.14
407,95.73,97.46,112.76
406,96.08,95.87,114.35
405,97.67,99.03,114.21
404,100.12,99.17,113.32
403,99.29,97.05,112.34
402,96.63,95.58,111.61
401,93.1,96.32,112.44
400,96.48,99.87,113.86
